"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9486","0","215.0","129.6","-1.1","91"
"","Haryana","7371","0","160.0","135.3","-3.4","77"
"","Rajasthan","7819","0","170.7","73.0","1.2","313"
"","Delhi","4631","0","93.3","79.1","-4.4","87"
"","UP","12673","0","269.9","152.7","-1.9","219"
"","Uttarakhand","1601","0","35.6","12.5","0.6","123"
"","HP","1127","0","23.7","-2.0","-1.0","60"
"","J&K","1840","460","36.1","16.9","-2.8","156"
"","Chandigarh","271","0","5.6","6.4","-0.7","0"
"WR","Chhattisgarh","2958","0","71.1","30.6","2.2","376"
"","Gujarat","11309","0","246.0","66.1","-1.1","480"
"","MP","5529","0","121.9","54.9","-2.6","563"
"","Maharashtra","17517","0","377.3","125.8","2.7","521"
"","Goa","443","0","9.2","7.4","1.3","96"
"","DD","284","0","5.8","5.6","0.2","20"
"","DNH","708","0","16.1","16.2","-0.1","38"
"","Essar steel","456","0","9.2","9.5","-0.3","188"
"SR","Andhra Pradesh","7512","0","165.4","7.2","3.5","530"
"","Telangana","7770","0","174.0","121.2","3.7","699"
"","Karnataka","8789","600","186.4","72.5","5.9","813"
"","Kerala","3377","0","63.6","46.4","0.8","135"
"","Tamil Nadu","14285","0","311.9","109.8","2.6","665"
"","Pondy","354","0","7.6","7.6","0.0","35"
"ER","Bihar","3325","0","56.0","59.7","-5.8","400"
"","DVC","2394","0","44.5","-16.3","-3.3","200"
"","Jharkhand","789","0","18.8","12.9","2.2","0"
"","Odisha","3715","0","74.0","20.4","0.5","200"
"","West Bengal","7490","0","135.4","37.7","5.6","400"
"","Sikkim","85","0","1.4","1.7","-0.3","0"
"NER","Arunachal Pradesh","105","1","2.0","1.8","0.2","11"
"","Assam","1490","161","31.2","21.9","4.8","265"
"","Manipur","135","0","2.1","2.1","-0.1","15"
"","Meghalaya","269","0","4.9","0.0","1.0","80"
"","Mizoram","69","3","1.2","1.0","0.2","18"
"","Nagaland","107","2","1.8","1.6","0.1","9"
"","Tripura","247","5","4.1","3.5","1.1","79"
