"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.3","2.9","0.3","85.0","14.7"
"SR GRID","0.0","0.0","0.0","3.0","0.0","78.4","21.6"
