"","NR","WR","SR","ER","NER"
"Schedule(MU)","52.7","-23.2","41.0","-80.2","7.0"
"Actual(MU)","56.1","-32.0","40.3","-73.3","8.8"
"O/D/U/D(MU)","3.4","-8.8","-0.7","6.9","1.8"
