"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.74","14.33","15.07","69.72","15.21"
"SR GRID","0.00","0.00","0.74","14.33","15.07","69.72","15.21"
