"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4008","0","81.4","52.7","0.3","271"
"","Haryana","5750","0","101.9","75.7","-0.5","196"
"","Rajasthan","8954","0","197.7","54.6","3.3","354"
"","Delhi","3228","0","61.4","49.5","1.5","207"
"","UP","11186","1630","238.4","104.2","1.3","383"
"","Uttarakhand","1677","0","32.5","21.7","1.4","194"
"","HP","1428","0","25.1","16.8","2.2","194"
"","J&K","2080","520","41.4","31.3","1.2","173"
"","Chandigarh","181","0","3.4","3.1","0.3","28"
"WR","Chhattisgarh","3155","96","70.9","23.3","-0.8","491"
"","Gujarat","12973","0","292.0","73.9","1.3","265"
"","MP","7797","0","167.1","107.1","-2.9","135"
"","Maharashtra","19295","3","417.9","123.4","-1.3","476"
"","Goa","453","0","9.2","8.2","0.4","73"
"","DD","292","0","6.5","6.3","0.2","61"
"","DNH","718","0","15.3","16.9","-1.5","38"
"","Essar steel","589","0","11.2","11.0","0.3","216"
"SR","Andhra Pradesh","7075","0","155.6","19.8","0.3","401"
"","Telangana","6255","0","143.0","96.0","-0.6","212"
"","Karnataka","9037","700","200.9","57.4","2.5","406"
"","Kerala","3715","0","73.0","48.1","2.0","158"
"","Tamil Nadu","14295","0","321.0","146.7","2.4","573"
"","Pondy","339","0","7.1","7.3","-0.2","28"
"ER","Bihar","2672","0","58.9","58.2","-0.9","125"
"","DVC","2577","0","59.5","-24.4","1.5","165"
"","Jharkhand","981","0","22.8","9.3","2.1","150"
"","Odisha","4144","0","78.9","22.5","2.5","185"
"","West Bengal","6839","0","141.2","34.5","2.5","175"
"","Sikkim","95","0","1.1","1.2","-0.1","25"
"NER","Arunachal Pradesh","94","1","1.7","1.5","0.2","28"
"","Assam","1220","169","20.2","14.0","2.0","186"
"","Manipur","149","1","2.3","1.9","0.3","42"
"","Meghalaya","285","0","4.7","3.4","0.0","88"
"","Mizoram","84","1","1.4","0.9","0.4","29"
"","Nagaland","96","4","2.0","1.5","0.4","35"
"","Tripura","229","1","3.4","1.2","0.5","52"
