"","NR","WR","SR","ER","NER"
"Schedule(MU)","55.0","-65.8","47.4","-54.9","8.5"
"Actual(MU)","51.8","-56.8","47.0","-55.8","11.2"
"O/D/U/D(MU)","-3.2","9.0","-0.4","-0.9","2.7"
