"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","2.72","4.44","9.46","16.62","47.35","36.03"
"SR GRID","0.00","2.72","4.44","9.46","16.62","47.35","B. Frequency Profile (%)36.03"
