"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.7","5.9","1.7","94.1","4.2"
"SR GRID","0.0","0.0","2.0","3.0","2.0","92.2","5.8"
