"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","30469","42673","37180","16682","2221","129225"
"Peak Shortage (MW)","468","42","200","300","163","1173"
"Energy Met (MU)","912","1006","846","353","39","3156"
"Hydro Gen(MU)","293","21","37","35","15","401"
"Wind Gen(MU)","30","127","115","----------","----------","272"
