"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6042","113","128.1","28.9","0.1","111","0.0"
"","Haryana","6360","0","133.5","55.9","1.7","252","0.8"
"","Rajasthan","9749","0","186.5","57.1","-0.4","322","0.0"
"","Delhi","3256","0","65.3","53.3","-0.1","150","0.0"
"","UP","13961","190","298.2","96.7","0.0","389","1.5"
"","Uttarakhand","1812","0","34.3","27.3","0.0","75","0.0"
"","HP","1461","0","27.4","21.6","1.2","188","0.0"
"","J&K","2126","532","41.7","38.8","-2.1","123","9.8"
"","Chandigarh","160","0","3.0","2.9","0.1","31","0.0"
"WR","Chhattisgarh","3680","0","81.3","19.9","-1.5","161","0.0"
"","Gujarat","14959","0","326.1","159.9","2.8","414","0.0"
"","MP","8855","0","181.2","78.6","0.6","560","0.0"
"","Maharashtra","20932","0","440.0","129.3","-0.4","464","0.0"
"","Goa","451","0","9.0","8.7","0.1","45","0.0"
"","DD","330","0","7.5","7.0","0.5","80","0.0"
"","DNH","756","0","17.6","16.6","0.9","94","0.0"
"","Essar steel","641","0","14.0","13.1","0.9","180","0.0"
"SR","Andhra Pradesh","7482","0","159.5","43.0","-1.0","501","0.0"
"","Telangana","9042","0","174.2","80.1","-2.3","468","0.0"
"","Karnataka","8990","0","188.7","74.4","-2.4","829","0.0"
"","Kerala","3571","0","74.7","53.0","1.9","245","0.0"
"","Tamil Nadu","13494","0","293.2","159.8","-1.1","541","0.0"
"","Pondy","347","0","6.8","7.4","-0.6","30","0.0"
"ER","Bihar","4364","0","75.3","69.3","-0.5","70","0.0"
"","DVC","3008","0","68.2","-47.1","1.4","430","0.0"
"","Jharkhand","1177","0","23.2","13.9","0.2","145","0.0"
"","Odisha","4050","0","75.3","28.4","1.4","270","0.0"
"","West Bengal","7631","0","143.5","25.3","1.0","390","0.0"
"","Sikkim","100","0","1.5","1.5","0.0","16","0.0"
"NER","Arunachal Pradesh","89","3","2.1","2.1","0.0","59","0.0"
"","Assam","1265","119","21.1","17.5","0.6","146","1.2"
"","Manipur","169","3","2.3","2.5","-0.2","22","0.0"
"","Meghalaya","303","0","5.2","3.4","-0.1","57","0.0"
"","Mizoram","86","0","1.3","1.0","0.3","34","0.0"
"","Nagaland","122","1","1.9","1.9","-0.1","40","0.0"
"","Tripura","228","2","3.9","3.5","0.0","26","0.0"
