"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.78","11.48","12.26","60.96","26.78"
"SR GRID","0.00","0.00","0.78","11.48","12.26","60.96","B. Frequency Profile (%)26.78"
