"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","3.3","0.1","91.1","8.8"
"SR GRID","0.0","0.0","4.1","16.3","4.1","91.1","4.8"
