"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","47595","48590","43633","18638","2458","160914"
"Peak Shortage (MW)","543","0","0","0","48","591"
"Energy Met (MU)","993","1185","1051","360","42","3632"
"Hydro Gen (MU)","126","44","89","35","5","299"
"Wind Gen (MU)","3","57","26","----------","----------","86"
"Solar Gen (MU)*","39.64","25.60","92.15","1.52","0.05","159"
"Energy Shortage (MU)","13.5","0.0","0.0","0.0","0.8","14.2"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","50391","56159","49085","18577","2477","174096"
"","19:15","09:47","10:26","18:52","17:49","09:31"
