"","NR","WR","SR","ER","NER"
"Schedule(MU)","92.8","-66.6","35.1","-68.9","7.6"
"Actual(MU)","91.7","-80.3","35.8","-48.7","4.2"
"O/D/U/D(MU)","-1.1","-13.7","0.7","20.2","-3.4"
