"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.3","0.0","67.4","32.6"
"SR GRID","0.0","0.0","0.8","9.2","0.8","77.2","22.1"
