"","NR","WR","SR","ER","NER"
"Schedule(MU)","55.6","-55.2","46.6","-60.3","8.4"
"Actual(MU)","43.9","-40.1","46.7","-58.7","10.6"
"O/D/U/D(MU)","-11.7","15.1","0.1","1.6","2.2"
