"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","40398","29217","29627","15211","1862","116315"
"Peak Shortage (MW)","3059","283","2042","21","286","5691"
"Energy Met (MU)","940","686","692","301","36","2655"
"Hydro Gen(MU)","299","107","124","68","16","613"
"Wind Gen(MU)","15","69","78","----------","----------","162"
