"","NR","WR","SR","ER","NER"
"Schedule(MU)","70.9","-55.2","36.9","-59.4","6.6"
"Actual(MU)","58.1","-49.8","35.2","-54.2","10.0"
"O/D/U/D(MU)","-12.8","5.4","-1.7","5.2","3.4"
