"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.07","5.86","5.93","77.09","16.98"
"SR GRID","0.00","0.00","0.07","5.86","5.93","77.09","16.98"
