"","NR","WR","SR","ER","NER"
"Schedule(MU)","116.9","-63.0","15.3","-73.0","7.4"
"Actual(MU)","118.8","-77.5","20.5","-71.5","11.2"
"O/D/U/D(MU)","1.9","-14.5","5.2","1.4","3.8"
