"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","2.4","6.3","2.4","90.8","6.8"
"SR GRID","0.0","0.0","7.5","22.8","7.5","84.6","7.9"
