"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.13","1.70","1.89","83.36","14.81"
"SR GRID","0.00","0.00","0.13","1.70","1.89","83.36","14.81"
