"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.3","0.0","57.1","42.9"
"SR GRID","0.0","0.0","0.8","3.6","0.8","88.8","10.4"
