"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4661","0","98.4","52.9","-0.8","141"
"","Haryana","4277","0","93.3","63.0","0.2","442"
"","Rajasthan","7056","0","145.1","48.7","-7.9","0"
"","Delhi","2991","0","62.1","33.1","-1.1","202"
"","UP","8641","1910","192.4","78.9","-4.4","29"
"","Uttarakhand","1509","0","29.0","16.2","0.8","176"
"","HP","1159","0","22.3","13.7","-1.1","46"
"","J&K","1414","100","29.2","19.9","-2.4","64"
"","Chandigarh","188","0","3.6","3.8","-0.2","19"
"WR","Chhattisgarh","2997","49","65.5","17.2","2.3","304"
"","Gujarat","11004","40","250.8","49.8","0.1","547"
"","MP","6305","0","127.1","67.0","-6.3","150"
"","Maharashtra","16778","820","365.0","113.7","9.3","621"
"","Goa","358","60","8.6","7.0","1.2","24"
"","DD","254","0","5.8","4.6","1.2","108"
"","DNH","554","0","12.8","12.9","-0.1","56"
"SR","Andhra Pradesh","10895","2000","249.0","73.2","3.3","227"
"","Karnataka","7620","1000","164.6","24.1","0.1","317"
"","Kerala","3065","500","59.5","30.8","2.6","305"
"","Tamil Nadu","10340","2292","229.4","71.7","1.4","477"
"","Pondy","306","0","6.4","7.3","-1.0","19"
"ER","Bihar","1359","400","29.5","28.8","0.6","60"
"","DVC","2447","200","56.3","-29.9","-2.1","30"
"","Jharkhand","797","0","19.4","11.6","0.4","35"
"","Odisha","3125","0","68.1","9.7","-0.1","210"
"","West Bengal","6471","1","136.2","35.5","-0.3","225"
"","Sikkim","84","0","1.3","1.1","0.2","21"
"NER","Arunachal Pradesh","78","4","1.1","0.9","0.2","31"
"","Assam","930","214","16.3","10.8","1.0","132"
"","Manipur","87","7","1.2","1.1","0.2","48"
"","Meghalaya","240","20","4.5","2.9","0.3","66"
"","Mizoram","55","2","1.0","0.8","0.2","14"
"","Nagaland","60","5","1.0","0.8","0.3","31"
"","Tripura","180","26","2.6","0.6","-0.1","52"
