"","NR","WR","SR","ER","NER"
"Schedule(MU)","67.1","-45.0","42.1","-69.4","8.9"
"Actual(MU)","56.7","-44.5","41.9","-67.3","10.8"
"O/D/U/D(MU)","-10.4","0.5","-0.2","2.1","1.9"
