"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7830","0","175.4","76.0","0.6","165"
"","Haryana","7979","0","157.3","98.3","-1.8","122"
"","Rajasthan","8929","0","195.8","56.7","-0.2","175"
"","Delhi","5321","0","110.3","84.0","1.9","293"
"","UP","14931","0","317.6","150.8","2.4","741"
"","Uttarakhand","1972","0","39.0","16.4","1.7","180"
"","HP","1271","0","26.3","9.5","1.4","161"
"","J&K","1837","459","35.3","23.3","-4.9","43"
"","Chandigarh","277","0","5.5","5.4","0.2","74"
"WR","Chhattisgarh","3347","0","75.5","18.0","-2.0","160"
"","Gujarat","13036","0","279.4","65.0","-3.6","276"
"","MP","7813","0","157.9","62.9","-1.9","398"
"","Maharashtra","17198","0","346.4","99.6","-0.7","406"
"","Goa","411","0","8.3","7.6","0.1","38"
"","DD","297","0","6.0","5.7","0.2","29"
"","DNH","761","0","17.3","17.6","-0.3","16"
"","Essar steel","636","0","12.5","10.7","1.8","277"
"SR","Andhra Pradesh","6761","0","143.7","14.8","1.3","751"
"","Telangana","6316","0","133.4","69.3","0.9","256"
"","Karnataka","8528","0","182.3","68.9","2.7","611"
"","Kerala","3542","0","64.6","47.9","2.1","189"
"","Tamil Nadu","14574","0","298.4","143.7","5.0","1297"
"","Pondy","312","0","5.1","7.1","-2.0","40"
"ER","Bihar","3446","250","74.0","74.1","-0.1","302"
"","DVC","2687","0","61.5","-26.8","-1.1","345"
"","Jharkhand","1134","0","24.2","16.8","1.5","98"
"","Odisha","3796","0","75.9","19.5","0.4","302"
"","West Bengal","8295","0","154.4","41.4","1.4","398"
"","Sikkim","57","0","1.4","1.3","0.1","20"
"NER","Arunachal Pradesh","107","3","2.2","2.2","0.1","18"
"","Assam","1553","94","30.1","21.6","2.6","215"
"","Manipur","124","0","2.1","2.1","0.1","46"
"","Meghalaya","232","28","4.4","0.2","0.6","56"
"","Mizoram","72","0","1.1","1.2","-0.1","11"
"","Nagaland","112","3","2.0","1.8","0.1","22"
"","Tripura","277","0","4.3","4.0","0.5","114"
