"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4298","0","81.2","47.1","-0.4","139"
"","Haryana","5594","0","92.3","61.1","-0.1","375"
"","Rajasthan","6770","0","140.7","56.8","1.6","291"
"","Delhi","3193","0","57.6","39.9","0.0","185"
"","UP","9498","2730","207.3","80.0","-1.2","495"
"","Uttarakhand","1734","0","33.2","21.8","0.8","134"
"","HP","1307","0","23.9","14.9","0.7","141"
"","J&K","1773","313","34.1","23.6","-1.3","194"
"","Chandigarh","184","0","3.3","3.4","0.3","16"
"WR","Chhattisgarh","3624","0","80.5","27.4","0.5","321"
"","Gujarat","11822","0","263.0","65.4","-0.5","297"
"","MP","5886","0","114.2","59.1","-2.1","220"
"","Maharashtra","17244","42","373.2","101.7","0.3","395"
"","Goa","432","0","9.1","8.4","0.2","80"
"","DD","286","0","6.4","6.4","0.0","19"
"","DNH","695","0","16.0","16.4","-0.5","12"
"","Essar steel","570","0","11.5","11.9","-0.5","109"
"SR","Andhra Pradesh","6784","21","145.9","15.6","4.2","622"
"","Telangana","6203","500","145.4","77.2","3.9","341"
"","Karnataka","9119","400","198.1","25.6","1.8","375"
"","Kerala","3492","125","64.7","42.3","1.9","186"
"","Tamil Nadu","12084","1444","272.7","109.6","1.8","443"
"","Pondy","320","0","6.6","6.4","0.2","29"
"ER","Bihar","2761","100","51.7","48.6","-1.7","100"
"","DVC","2498","0","56.5","-14.7","-0.7","230"
"","Jharkhand","1147","0","22.5","12.2","0.0","100"
"","Odisha","3648","0","75.6","26.0","2.9","210"
"","West Bengal","7224","0","141.5","29.7","3.2","350"
"","Sikkim","91","0","1.2","1.4","-0.1","25"
"NER","Arunachal Pradesh","85","4","1.4","1.0","0.4","34"
"","Assam","1160","121","22.7","13.9","3.9","165"
"","Manipur","131","7","1.7","2.2","-0.5","52"
"","Meghalaya","307","1","5.1","4.2","-0.1","36"
"","Mizoram","75","4","1.2","0.9","0.3","35"
"","Nagaland","113","5","2.2","1.4","0.8","47"
"","Tripura","208","0","3.2","0.8","0.2","42"
