"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","188.9","-191.6","79.5","-68.4","-8.4","0.0"
"Actual(MU)","163.3","-170.2","99.8","-78.9","-10.2","3.9"
"O/D/U/D(MU)","-25.6","21.4","20.3","-10.5","-1.8","3.9"
