"Share of RES in total generation (%)","10.46","5.14","22.03","0.31","0.10","9.68"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","30.75","10.12","36.42","7.42","17.15","20.82"
