"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6609","0","141.9","64.7","-1.1","142","0.0"
"","Haryana","7004","217","143.7","69.8","3.1","314","1.9"
"","Rajasthan","9748","0","208.2","65.4","1.2","613","0.5"
"","Delhi","5094","0","103.9","80.3","-0.2","150","0.0"
"","UP","16220","50","344.6","110.4","4.2","885","1.0"
"","Uttarakhand","2080","0","43.4","22.6","4.5","108","0.0"
"","HP","1372","0","25.8","12.6","1.3","166","0.0"
"","J&K","2161","540","43.7","29.9","0.1","364","10.3"
"","Chandigarh","252","0","4.9","4.8","0.1","25","0.0"
"WR","Chhattisgarh","3753","0","87.8","15.9","-1.0","70","0.0"
"","Gujarat","15707","0","352.3","177.1","9.1","680","0.0"
"","MP","8535","0","190.1","84.9","-1.4","322","0.0"
"","Maharashtra","22413","0","499.8","142.4","1.8","543","0.0"
"","Goa","578","0","12.3","11.1","0.5","60","0.0"
"","DD","333","0","7.5","7.0","0.5","77","0.0"
"","DNH","736","0","17.5","16.9","0.6","48","0.0"
"","Essar steel","130","0","2.2","2.3","-0.1","111","0.0"
"SR","Andhra Pradesh","8567","0","182.8","52.4","-1.1","375","0.0"
"","Telangana","7474","0","165.1","61.1","-1.9","259","0.0"
"","Karnataka","10225","0","225.7","78.0","-1.1","344","0.0"
"","Kerala","3640","0","76.2","49.9","1.2","194","0.0"
"","Tamil Nadu","15411","0","352.7","187.4","1.0","506","0.0"
"","Pondy","381","0","8.3","8.5","-0.2","45","0.0"
"ER","Bihar","4518","0","81.3","79.3","-1.5","100","0.0"
"","DVC","2965","0","71.3","-61.8","0.5","240","0.0"
"","Jharkhand","1132","0","24.0","18.7","-0.5","94","0.0"
"","Odisha","3866","0","79.3","27.7","-2.2","217","0.0"
"","West Bengal","7645","0","136.5","33.5","2.8","309","0.0"
"","Sikkim","98","0","1.4","1.3","0.1","16","0.0"
"NER","Arunachal Pradesh","109","4","2.1","1.8","0.2","45","0.0"
"","Assam","1449","111","24.3","19.3","0.7","75","1.0"
"","Manipur","167","3","2.0","2.3","-0.3","33","0.0"
"","Meghalaya","292","3","4.7","2.5","-0.1","44","0.0"
"","Mizoram","92","4","1.5","1.4","-0.3","32","0.1"
"","Nagaland","121","4","2.3","2.1","0.1","25","0.0"
"","Tripura","222","9","3.7","3.0","0.0","53","0.1"
