"","NR","WR","SR","ER","NER"
"Schedule(MU)","96.9","-102.1","46.8","-43.5","2.2"
"Actual(MU)","105.6","-115.3","50.3","-39.6","1.8"
"O/D/U/D(MU)","8.7","-13.2","3.5","3.9","-0.4"
