"","NR","WR","SR","ER","NER","All India"
"Coal","456","1192","441","420","14","2523"
"Lignite","23","17","43","0","0","82"
"Hydro","127","56","92","44","9","328"
"Nuclear","23","26","57","0","0","106"
"Gas, Naptha & Diesel","24","45","15","0","25","109"
"RES (Wind, Solar, Biomass & Others)","57","47","152","2","0","259"
"Total","711","1383","800","466","48","3407"
