"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4361","0","91.8","43.2","0.6","296"
"","Haryana","6492","0","112.6","66.5","-0.4","267"
"","Rajasthan","9314","0","198.9","69.6","3.6","436"
"","Delhi","3384","0","63.7","49.7","0.0","458"
"","UP","10648","2140","224.6","110.8","-2.8","237"
"","Uttarakhand","1674","0","32.1","20.3","2.4","245"
"","HP","1296","0","23.3","16.9","-0.1","112"
"","J&K","2019","505","43.6","29.4","-0.3","145"
"","Chandigarh","189","0","3.5","3.6","0.3","26"
"WR","Chhattisgarh","3321","96","70.5","20.2","-1.3","172"
"","Gujarat","13594","0","293.2","64.6","-1.7","587"
"","MP","8914","0","197.3","132.8","-0.3","448"
"","Maharashtra","19978","489","430.7","110.7","-0.3","461"
"","Goa","420","0","8.5","7.1","0.9","52"
"","DD","291","0","6.2","6.5","-0.3","35"
"","DNH","703","0","16.2","16.4","-0.2","33"
"","Essar steel","305","0","5.9","6.4","-0.6","56"
"SR","Andhra Pradesh","6525","0","139.4","21.3","1.2","586"
"","Telangana","6302","0","141.5","86.7","0.8","200"
"","Karnataka","7476","0","165.2","35.9","2.3","496"
"","Kerala","3194","0","57.5","43.6","2.0","222"
"","Tamil Nadu","11661","0","241.5","118.2","6.1","754"
"","Pondy","289","0","5.7","5.9","-0.2","22"
"ER","Bihar","3273","200","61.7","61.6","0.1","305"
"","DVC","2473","0","56.8","-7.1","-0.5","210"
"","Jharkhand","1051","0","22.7","12.4","-0.4","104"
"","Odisha","3746","0","71.7","20.7","1.7","290"
"","West Bengal","6907","0","132.8","34.1","2.2","148"
"","Sikkim","92","0","1.9","1.7","0.1","39"
"NER","Arunachal Pradesh","104","1","1.9","1.7","0.2","35"
"","Assam","1352","35","24.2","16.0","3.0","263"
"","Manipur","144","2","2.3","2.3","0.0","37"
"","Meghalaya","305","3","2.5","4.5","-2.8","68"
"","Mizoram","72","2","1.3","1.4","-0.1","17"
"","Nagaland","105","3","1.6","1.6","-0.1","51"
"","Tripura","221","1","3.8","1.2","0.6","27"
