"","NR","WR","SR","ER","NER","All India"
"Coal","658","1073","466","465","12","2674"
"Lignite","17","17","45","0","0","79"
"Hydro","364","12","40","87","21","524"
"Nuclear","27","30","55","0","0","112"
"Gas, Naptha & Diesel","31","40","13","0","28","112"
"RES (Wind, Solar, Biomass & Others)","82","120","276","1","0","479"
"Total","1179","1292","895","553","61","3980"
