"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","43479","42251","32585","15988","1907","136210"
"Peak Shortage (MW)","3791","427","2977","743","299","8237"
"Energy Met (MU)","971","979","744","333","35","3062"
"Hydro Gen(MU)","233","98","145","90","25","590"
"Wind Gen(MU)","24","14","9","----------","----------","47"
