"","NR","WR","SR","ER","NER"
"Schedule(MU)","90.4","-65.5","31.3","-62.6","5.2"
"Actual(MU)","94.0","-81.3","35.6","-54.5","5.6"
"O/D/U/D(MU)","3.6","-15.8","4.3","8.1","0.4"
