"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4476","0","91.4","52.2","1.5","219"
"","Haryana","5600","0","103.5","50.5","-0.3","311"
"","Rajasthan","9295","0","197.9","63.7","0.9","390"
"","Delhi","2981","0","56.2","35.1","-1.5","170"
"","UP","10216","1360","217.2","83.9","0.0","476"
"","Uttarakhand","1502","40","28.7","19.5","0.1","186"
"","HP","1176","0","22.6","14.9","0.5","124"
"","J&K","1964","0","36.8","27.6","1.1","160"
"","Chandigarh","166","0","2.9","3.0","-0.1","18"
"WR","Chhattisgarh","2999","18","64.5","10.8","-0.9","209"
"","Gujarat","11696","0","266.0","55.5","-0.2","327"
"","MP","8956","0","195.8","109.0","0.0","352"
"","Maharashtra","17711","140","383.6","123.0","1.0","547"
"","Goa","378","0","6.9","7.6","-1.2","88"
"","DD","257","0","5.8","6.0","-0.2","42"
"","DNH","612","0","15.4","14.2","1.1","79"
"","Essar steel","346","0","7.5","7.7","-0.2","42"
"SR","Andhra Pradesh","5208","300","119.4","25.7","-0.6","301"
"","Telangana","5550","1300","125.6","63.0","2.2","347"
"","Karnataka","6772","300","138.2","20.6","1.6","321"
"","Kerala","2958","150","53.9","29.0","1.3","210"
"","Tamil Nadu","9298","0","209.4","58.5","-0.1","355"
"","Pondy","251","0","5.0","5.1","-0.1","42"
"ER","Bihar","2725","350","49.5","46.6","1.0","190"
"","DVC","2307","0","53.9","-16.6","1.5","280"
"","Jharkhand","1104","0","21.5","10.6","-0.5","60"
"","Odisha","3647","0","68.5","15.6","3.1","370"
"","West Bengal","6298","8","117.4","18.3","2.9","310"
"","Sikkim","82","0","1.5","1.2","0.3","25"
"NER","Arunachal Pradesh","98","0","1.7","1.4","0.3","27"
"","Assam","1200","30","22.2","13.8","2.3","146"
"","Manipur","136","0","2.1","2.9","-0.7","2"
"","Meghalaya","230","4","3.9","3.8","-0.8","11"
"","Mizoram","69","1","1.1","1.0","0.1","17"
"","Nagaland","109","1","2.0","1.3","0.2","27"
"","Tripura","204","2","2.7","0.7","-0.3","39"
