"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.3","-93.0","29.4","-60.1","7.2"
"Actual(MU)","102.1","-91.6","24.6","-46.1","6.0"
"O/D/U/D(MU)","-13.2","1.4","-4.8","14.0","-1.2"
