"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.55","17.45","19.00","57.94","23.06"
"SR GRID","0.00","0.00","1.55","17.45","19.00","57.94","B. Frequency Profile (%)23.06"
