"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","46566","37608","34817","17482","2277","138750"
"Peak Shortage (MW)","1166","116","265","100","144","1791"
"Energy Met (MU)","1054","849","794","350","43","3090"
"Hydro Gen(MU)","337","16","53","64","27","496"
"Wind Gen(MU)","39","110","130","----------","----------","279"
