"","NR","WR","SR","ER","NER"
"Schedule(MU)","104.1","-76.4","48.7","-72.6","0.8"
"Actual(MU)","117.6","-100.4","43.3","-65.5","2.6"
"O/D/U/D(MU)","13.5","-24.0","-5.4","7.1","1.8"
