"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","2.99","12.99","25.63","41.60","51.39","7.01"
"SR GRID","0.00","2.99","12.99","25.63","41.60","51.39","B. Frequency Profile (%)7.01"
