"","NR","WR","SR","ER","NER"
"Schedule(MU)","97.2","-95.5","36.4","-46.2","5.1"
"Actual(MU)","92.4","-99.1","36.9","-39.3","4.5"
"O/D/U/D(MU)","-4.8","-3.6","0.5","6.9","-0.6"
