"","NR","WR","SR","ER","NER"
"Schedule(MU)","84.6","-84.3","35.6","-44.3","5.4"
"Actual(MU)","79.0","-92.8","40.1","-36.0","6.0"
"O/D/U/D(MU)","-5.6","-8.5","4.5","8.3","0.6"
