"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5277","0","98.3","44.2","3.3","285"
"","Haryana","5625","0","107.3","42.0","0.6","297"
"","Rajasthan","9192","0","191.8","82.2","-4.1","45"
"","Delhi","3252","0","57.2","42.1","-0.2","279"
"","UP","9826","1769","221.8","85.4","-1.4","308"
"","Uttarakhand","1664","75","30.1","19.2","0.4","175"
"","HP","1287","0","24.7","18.5","0.9","155"
"","J&K","1904","100","40.6","30.5","3.3","343"
"","Chandigarh","188","0","3.4","3.1","0.3","36"
"WR","Chhattisgarh","2727","32","59.0","14.1","3.9","587"
"","Gujarat","11401","15","242.6","45.6","-2.4","572"
"","MP","9970","0","202.1","110.5","-3.1","331"
"","Maharashtra","16765","517","350.3","110.5","1.7","535"
"","Goa","395","0","7.4","7.1","-0.1","36"
"","DD","232","0","5.7","6.1","-0.5","12"
"","DNH","558","0","12.9","12.7","0.2","36"
"","Essar steel","297","0","6.0","7.4","-1.4","25"
"SR","Andhra Pradesh","10843","300","234.6","83.2","3.1","485"
"","Karnataka","7979","450","171.8","25.3","3.4","225"
"","Kerala","3143","150","58.3","36.2","2.6","251"
"","Tamil Nadu","10530","1885","227.4","75.5","1.1","369"
"","Pondy","294","0","5.7","6.0","-0.4","27"
"ER","Bihar","1913","0","38.6","35.9","0.1","195"
"","DVC","2470","0","55.9","-17.0","-1.0","395"
"","Jharkhand","979","0","21.0","11.6","-0.6","85"
"","Odisha","3352","0","59.5","12.6","0.9","350"
"","West Bengal","5742","0","97.0","15.0","5.1","485"
"","Sikkim","127","0","3.0","1.3","1.7","30"
"NER","Arunachal Pradesh","119","6","1.7","1.2","0.5","60"
"","Assam","971","161","18.9","10.9","2.5","134"
"","Manipur","98","12","1.6","1.5","0.1","37"
"","Meghalaya","291","7","3.1","2.7","-1.2","62"
"","Mizoram","66","6","1.3","1.0","0.1","24"
"","Nagaland","95","5","1.7","1.3","0.1","27"
"","Tripura","179","3","3.4","-0.1","1.3","60"
