"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","42357","40051","30116","16441","1966","130931"
"Peak Shortage (MW)","2014","218","1269","150","292","3943"
"Energy Met (MU)","1025","1008","783","383","34","3232"
"Hydro Gen(MU)","296","53","63","41","12","464"
"Wind Gen(MU)","16","40","50","----------","----------","105"
