"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8439","690","192.7","125.4","0.2","122"
"","Haryana","7494","0","159.4","114.6","-1.9","159"
"","Rajasthan","6634","0","145.0","61.7","-1.0","284"
"","Delhi","4949","0","100.2","81.6","-2.5","362"
"","UP","11535","1900","243.1","131.7","-1.1","631"
"","Uttarakhand","1403","260","28.4","18.0","1.1","278"
"","HP","1178","0","23.8","1.2","-0.8","151"
"","J&K","1527","100","29.3","18.0","-2.3","157"
"","Chandigarh","304","0","6.0","5.9","0.1","47"
"WR","Chhattisgarh","2813","22","61.8","23.2","-0.5","313"
"","Gujarat","8722","61","196.2","52.0","-0.2","621"
"","MP","5743","20","118.4","34.3","-0.2","290"
"","Maharashtra","13635","100","291.4","80.6","-3.8","984"
"","Goa","340","1","6.5","7.1","-1.0","12"
"","DD","252","1","5.9","5.6","0.3","23"
"","DNH","546","102","12.6","12.2","0.4","52"
"","Essar steel","360","14","8.0","7.9","0.1","0"
"SR","Andhra Pradesh","9946","500","213.7","75.6","2.4","336"
"","Karnataka","6613","300","131.5","-1.7","-2.1","152"
"","Kerala","2836","75","51.5","24.6","1.0","194"
"","Tamil Nadu","11357","599","247.9","76.6","1.4","319"
"","Pondy","302","0","6.2","6.5","-0.3","22"
"ER","Bihar","1994","0","41.4","38.2","2.2","295"
"","DVC","2614","0","60.0","-22.7","2.4","380"
"","Jharkhand","967","0","20.0","14.4","-0.7","315"
"","Odisha","3592","0","66.8","16.0","0.2","265"
"","West Bengal","7084","0","137.8","42.5","1.9","415"
"","Sikkim","86","0","1.2","0.5","0.7","45"
"NER","Arunachal Pradesh","58","32","0.7","1.3","-0.6","7"
"","Assam","1119","159","23.3","14.1","3.3","251"
"","Manipur","104","1","1.6","2.2","-0.6","15"
"","Meghalaya","261","0","4.6","0.2","0.1","102"
"","Mizoram","54","1","1.1","1.0","0.1","10"
"","Nagaland","93","2","1.6","1.2","0.0","29"
"","Tripura","165","37","3.5","1.5","0.2","55"
