"","NR","WR","SR","ER","NER"
"Schedule(MU)","119.0","-93.4","44.1","-75.5","5.3"
"Actual(MU)","120.6","-82.2","44.6","-92.6","7.6"
"O/D/U/D(MU)","1.6","11.2","0.5","-17.1","2.3"
