"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5440","0","110.3","72.1","-0.4","120"
"","Haryana","5555","339","112.0","84.9","0.4","186"
"","Rajasthan","7830","0","172.8","40.3","-1.0","250"
"","Delhi","4239","0","89.2","71.8","-1.7","268"
"","UP","11341","2135","245.5","103.5","3.1","634"
"","Uttarakhand","1627","75","34.0","20.6","0.6","92"
"","HP","1227","0","24.7","8.3","0.9","114"
"","J&K","1612","100","31.1","15.1","2.4","235"
"","Chandigarh","245","0","4.9","4.5","0.4","58"
"WR","Chhattisgarh","3011","100","69.8","19.6","-0.8","312"
"","Gujarat","12549","47","274.8","41.7","-1.5","292"
"","MP","6642","37","146.4","78.6","1.4","500"
"","Maharashtra","19355","709","407.8","116.1","0.5","750"
"","Goa","413","2","7.4","8.9","-1.9","0"
"","DD","267","1","5.8","5.9","-0.2","18"
"","DNH","651","4","15.2","15.2","0.0","19"
"","Essar steel","291","1","6.3","7.3","-1.0","11"
"SR","Andhra Pradesh","10689","600","244.5","83.5","0.7","671"
"","Karnataka","8068","350","171.2","26.3","0.4","263"
"","Kerala","3265","150","65.8","37.2","1.0","235"
"","Tamil Nadu","12271","1453","263.2","84.5","1.1","372"
"","Pondy","330","30","5.4","6.8","-1.4","60"
"ER","Bihar","2275","200","47.9","44.0","1.3","190"
"","DVC","2343","40","54.5","-15.1","0.4","210"
"","Jharkhand","826","0","19.4","9.4","-1.0","80"
"","Odisha","3888","0","80.6","20.5","-0.4","180"
"","West Bengal","7367","41","152.3","45.2","1.9","380"
"","Sikkim","88","0","1.3","1.1","0.2","16"
"NER","Arunachal Pradesh","102","6","1.4","1.0","0.4","51"
"","Assam","1140","296","19.3","11.9","2.6","191"
"","Manipur","103","5","1.5","1.1","0.4","37"
"","Meghalaya","255","9","3.7","1.1","-0.3","67"
"","Mizoram","66","5","1.0","0.8","-0.1","22"
"","Nagaland","98","6","1.5","1.2","0.1","41"
"","Tripura","230","29","3.3","1.0","0.1","86"
