"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4861","0","103.8","30.4","0.1","164","0.0"
"","Haryana","6153","0","112.6","65.4","0.6","194","0.7"
"","Rajasthan","10602","0","200.7","58.8","0.8","576","0.0"
"","Delhi","3314","0","58.1","45.8","-0.6","174","0.0"
"","UP","13794","740","284.1","105.0","0.1","506","1.9"
"","Uttarakhand","1692","0","32.0","24.3","-1.0","133","0.0"
"","HP","1320","0","22.6","19.8","-1.2","67","1.0"
"","J&K","2065","548","42.5","40.2","-1.9","75","9.2"
"","Chandigarh","173","0","2.7","3.0","-0.3","4","0.0"
"WR","Chhattisgarh","3391","0","78.0","17.6","-1.5","100","0.0"
"","Gujarat","13933","0","307.4","135.9","0.6","438","0.0"
"","MP","9795","0","251.4","111.3","-1.6","456","0.0"
"","Maharashtra","19956","0","427.2","140.5","-0.3","341","0.0"
"","Goa","417","0","8.8","8.2","0.0","10","0.0"
"","DD","307","0","6.8","6.8","0.1","41","0.0"
"","DNH","749","0","17.6","16.8","0.8","59","0.0"
"","Essar steel","484","0","9.7","9.3","0.4","206","0.0"
"SR","Andhra Pradesh","8573","0","173.9","43.8","-0.6","375","0.0"
"","Telangana","9533","0","202.7","93.2","-0.5","400","0.0"
"","Karnataka","9529","0","213.6","75.0","-1.9","450","0.0"
"","Kerala","3382","0","66.7","49.9","1.8","226","0.0"
"","Tamil Nadu","12940","0","285.5","141.8","0.3","485","0.0"
"","Pondy","317","0","7.3","7.2","0.1","89","0.0"
"ER","Bihar","4295","0","70.0","63.5","-1.4","180","0.0"
"","DVC","3046","0","67.4","-50.1","-1.1","200","0.0"
"","Jharkhand","1122","0","22.4","16.1","0.2","48","0.0"
"","Odisha","4062","0","77.4","34.8","2.6","220","0.0"
"","West Bengal","6463","0","117.2","12.1","1.0","220","0.0"
"","Sikkim","96","0","1.6","1.5","0.0","10","0.0"
"NER","Arunachal Pradesh","124","1","2.1","1.8","0.2","79","0.0"
"","Assam","1335","35","22.6","17.9","1.4","100","0.5"
"","Manipur","174","2","2.4","2.6","-0.2","12","0.0"
"","Meghalaya","310","0","5.5","3.5","0.1","52","0.0"
"","Mizoram","85","3","1.3","1.1","0.2","28","0.0"
"","Nagaland","125","4","2.0","1.9","0.0","66","0.0"
"","Tripura","231","3","3.4","2.3","0.2","45","0.0"
