"","NR","WR","SR","ER","NER"
"Schedule(MU)","66.2","-60.3","43.8","-58.5","7.6"
"Actual(MU)","55.3","-54.4","43.6","-55.8","10.6"
"O/D/U/D(MU)","-11.0","5.9","-0.2","2.7","3.0"
