"","NR","WR","SR","ER","NER"
"Schedule(MU)","85.8","-40.9","34.3","-84.5","7.5"
"Actual(MU)","79.8","-42.4","34.3","-76.3","4.3"
"O/D/U/D(MU)","-6.0","-1.5","0.0","8.2","-3.2"
