"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.8","2.3","0.8","95.4","3.8"
"SR GRID","0.0","0.0","1.0","8.9","1.0","95.8","3.2"
