"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9789","0","223.5","125.3","0.0","183","0.0"
"","Haryana","8998","0","188.8","114.4","4.9","396","0.0"
"","Rajasthan","7396","0","158.2","62.4","1.2","510","0.0"
"","Delhi","5281","0","102.5","78.6","-0.5","196","0.0"
"","UP","16856","180","356.8","168.8","0.3","316","0.0"
"","Uttarakhand","1747","0","38.5","12.0","-0.7","181","0.0"
"","HP","1182","0","23.5","-6.4","4.5","537","1.0"
"","J&K","1837","459","38.8","13.2","-0.4","183","9.2"
"","Chandigarh","237","0","4.8","5.9","-1.1","0","0.0"
"WR","Chhattisgarh","3647","0","88.9","29.5","0.1","195","0.1"
"","Gujarat","9993","0","224.4","51.3","-0.6","389","0.0"
"","MP","7009","0","148.8","92.1","-1.8","427","0.0"
"","Maharashtra","17473","0","388.1","109.9","3.6","374","0.0"
"","Goa","384","0","8.4","7.6","0.5","81","0.0"
"","DD","286","0","6.5","6.1","0.5","37","0.0"
"","DNH","716","0","16.5","16.6","-0.1","14","0.0"
"","Essar steel","541","0","10.7","9.0","1.7","229","0.0"
"SR","Andhra Pradesh","7273","0","167","49","10.1","494","0.0"
"","Telangana","8809","0","188","115","-2.1","278","0.0"
"","Karnataka","7990","0","179","66","0.8","433","0.0"
"","Kerala","3194","0","61","44","1.4","314","0.0"
"","Tamil Nadu","12711","0","288","125","5.4","462","0.0"
"","Pondy","316","0","6","6","-0.6","37","0.0"
"ER","Bihar","4120","200","72.8","68.2","1.3","250","0.6"
"","DVC","2784","0","60.0","-21.0","1.5","300","0.0"
"","Jharkhand","1093","0","20.2","14.8","-0.6","190","0.0"
"","Odisha","3930","0","79.1","22.4","0.6","200","0.0"
"","West Bengal","7606","0","146.5","51.3","2.9","370","0.0"
"","Sikkim","86","0","0.9","-0.2","1.1","65","0.0"
"NER","Arunachal Pradesh","115","8","2.2","2.3","-0.1","10","0.1"
"","Assam","1580","51","30.6","23.8","1.8","187","0.6"
"","Manipur","137","6","2.0","2.1","0.0","33","0.1"
"","Meghalaya","264","0","4.6","-0.2","-0.3","66","0.0"
"","Mizoram","63","1","1.2","1.1","-0.1","11","0.0"
"","Nagaland","112","2","2.2","1.9","0.0","15","0.0"
"","Tripura","237","1","3.8","2.9","0.0","69","0.0"
