"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5314","0","96.1","35.3","2.6","445"
"","Haryana","5648","0","113.7","49.9","0.8","333"
"","Rajasthan","9650","0","197.5","75.9","-4.0","128"
"","Delhi","3713","0","65.8","46.2","-2.8","54"
"","UP","10372","1330","222.9","92.2","-1.4","426"
"","Uttarakhand","1692","40","33.4","25.3","0.2","219"
"","HP","1314","10","25.0","20.5","0.3","179"
"","J&K","1952","100","41.5","32.8","2.1","321"
"","Chandigarh","206","0","3.6","3.1","0.5","56"
"WR","Chhattisgarh","2926","5","64.3","15.5","-1.2","132"
"","Gujarat","11383","0","240.7","31.6","0.8","556"
"","MP","8657","0","169.9","90.7","-4.0","257"
"","Maharashtra","17092","265","355.6","119.8","5.0","585"
"","Goa","371","0","7.5","7.2","-0.4","62"
"","DD","237","0","5.8","5.9","-0.1","5"
"","DNH","616","0","14.7","14.8","-0.1","46"
"","Essar steel","410","0","8.2","8.2","0.0","40"
"SR","Andhra Pradesh","11737","700","254.5","81.3","4.2","407"
"","Karnataka","8864","300","183.6","20.6","0.3","502"
"","Kerala","2993","400","59.5","20.2","1.8","268"
"","Tamil Nadu","11975","739","256.3","70.2","1.3","330"
"","Pondy","311","0","5.9","6.4","-0.5","28"
"ER","Bihar","2121","300","34.3","37.0","-5.3","200"
"","DVC","2647","0","57.5","-22.1","-0.2","390"
"","Jharkhand","1020","0","21.5","11.7","-2.0","40"
"","Odisha","3790","0","68.0","12.8","2.6","380"
"","West Bengal","6163","8","107.4","19.9","5.2","410"
"","Sikkim","112","0","2.0","1.4","0.7","23"
"NER","Arunachal Pradesh","116","3","1.5","1.4","0.1","34"
"","Assam","1075","99","20.3","12.9","2.5","192"
"","Manipur","112","3","1.6","1.8","-0.2","44"
"","Meghalaya","305","5","4.9","3.8","0.1","76"
"","Mizoram","76","2","1.0","1.0","-0.2","31"
"","Nagaland","99","5","1.6","1.6","-0.2","26"
"","Tripura","196","1","2.7","1.0","-0.9","4"
