"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","0.3","0.1","77.2","22.7"
"SR GRID","0.0","0.2","6.9","22.9","7.2","88.9","4.0"
