"Share of RES in total generation (%)","6.17","3.12","14.13","0.18","80.31","6.65"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","30.23","6.71","32.71","15.81","80.31","20.39"
