"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","588","1269","597","416","0","2869"
"Hydro","189","25","137","77","0","429"
"Nuclear","28","25","34","0","0","87"
"Gas, Naptha & Diesel","41","50","24","0","5","119"
"RES (Wind, Solar, Biomass & Others)","56","44","130","1","19","249"
"Total","901","1413","922","494","23","3753"
