"","NR","WR","SR","ER","NER"
"Schedule(MU)","97.7","-91.7","31.4","-40.7","2.5"
"Actual(MU)","95.3","-96.8","33.7","-36.1","3.5"
"O/D/U/D(MU)","-2.4","-5.1","2.3","4.6","1.0"
