"","NR","WR","SR","ER","NER"
"Schedule(MU)","86.5","-51.4","34.5","-76.2","7.0"
"Actual(MU)","95.9","-51.3","36.5","-89.0","8.0"
"O/D/U/D(MU)","9.4","0.1","2.0","-12.8","1.0"
