"","NR","WR","SR","ER","NER"
"Schedule(MU)","99.2","-94.4","32.9","-45.6","7.4"
"Actual(MU)","100.6","-100.1","34.8","-45.5","9.8"
"O/D/U/D(MU)","1.4","-5.7","1.9","0.2","2.4"
