"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5539","0","104.6","34.3","-0.2","87","0.0"
"","Haryana","6447","0","118.9","74.8","1.0","244","0.0"
"","Rajasthan","12096","0","232.8","61.3","-0.2","328","0.0"
"","Delhi","4179","0","71.8","56.3","-0.7","175","0.0"
"","UP","12748","0","261.4","97.7","-0.1","255","2.4"
"","Uttarakhand","2144","0","38.5","24.7","0.0","175","0.0"
"","HP","1608","6","29.6","23.6","0.7","121","0.2"
"","J&K","2356","589","48.5","45.7","-3.9","23","11.5"
"","Chandigarh","237","0","3.8","3.8","0.0","22","0.0"
"WR","Chhattisgarh","3400","0","73.7","31.9","0.7","226","0.2"
"","Gujarat","15101","0","317.3","72.6","0.1","540","0.0"
"","MP","12612","0","228.3","113.0","-0.1","590","0.0"
"","Maharashtra","19568","0","394.1","104.9","1.1","647","0.0"
"","Goa","452","0","9.8","10.2","0.3","121","0.0"
"","DD","317","0","6.9","6.8","0.1","66","0.0"
"","DNH","775","0","17.9","17.5","0.4","117","0.0"
"","Essar steel","547","0","11.2","11.4","-0.2","261","0.0"
"SR","Andhra Pradesh","7134","0","149.2","63.3","0.9","701","0.0"
"","Telangana","7103","0","141.7","57.8","0.3","797","0.0"
"","Karnataka","10946","0","205.3","73.3","0.3","866","0.0"
"","Kerala","3593","0","68.8","49.7","0.7","178","0.0"
"","Tamil Nadu","14111","0","295.0","156.8","-0.2","431","0.0"
"","Pondy","359","0","7.1","7.2","-0.2","39","0.0"
"ER","Bihar","4063","0","72.2","66.7","0.3","460","0.0"
"","DVC","3148","0","66.5","-45.7","-0.1","396","0.0"
"","Jharkhand","1121","129","21.6","19.7","-0.1","169","0.4"
"","Odisha","3993","0","82.3","30.5","-0.2","267","0.0"
"","West Bengal","6817","0","124.4","25.0","0.4","309","0.0"
"","Sikkim","94","0","1.3","1.5","-0.2","18","0.0"
"NER","Arunachal Pradesh","114","3","2.2","2.0","0.2","42","0.0"
"","Assam","1395","23","23.9","18.5","1.2","84","0.1"
"","Manipur","176","2","2.8","2.9","0.0","18","0.0"
"","Meghalaya","338","0","6.3","5.1","-0.1","45","0.0"
"","Mizoram","99","3","1.9","1.6","0.1","17","0.0"
"","Nagaland","128","3","2.1","1.9","0.0","47","0.0"
"","Tripura","232","0","3.9","3.6","0.7","32","0.0"
