"","NR","WR","SR","ER","NER"
"Schedule(MU)","103.1","-105.2","47.8","-48.7","1.8"
"Actual(MU)","121.7","-113.8","47.4","-43.7","0.5"
"O/D/U/D(MU)","18.6","-8.6","-0.4","5.0","-1.3"
