"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4730","0","85.8","36.8","0.8","131"
"","Haryana","5511","0","99.3","55.0","-0.2","231"
"","Rajasthan","9139","575","189.9","90.7","2.3","379"
"","Delhi","3446","0","61.8","41.6","-0.7","457"
"","UP","10122","2210","223.2","87.7","0.4","526"
"","Uttarakhand","1760","75","34.1","22.6","2.8","299"
"","HP","1284","0","24.1","19.3","-0.2","116"
"","J&K","1835","100","40.5","32.8","1.5","185"
"","Chandigarh","208","0","3.7","3.2","0.5","51"
"WR","Chhattisgarh","3161","33","72.0","18.4","0.0","324"
"","Gujarat","11142","0","237.3","40.1","-5.4","372"
"","MP","9136","25","180.7","98.8","-1.5","254"
"","Maharashtra","18049","85","375.2","114.7","6.4","739"
"","Goa","391","1","7.7","7.3","-0.2","33"
"","DD","241","1","5.8","5.6","0.2","51"
"","DNH","618","2","14.5","14.3","0.2","33"
"","Essar steel","213","1","4.6","4.7","-0.1","36"
"SR","Andhra Pradesh","11643","0","266.7","87.9","8.8","405"
"","Karnataka","8430","400","186.1","23.8","1.7","337"
"","Kerala","3382","150","59.9","31.7","2.6","205"
"","Tamil Nadu","11344","706","251.2","93.5","0.2","305"
"","Pondy","303","0","5.9","6.5","-0.7","12"
"ER","Bihar","2228","350","40.9","40.3","0.6","150"
"","DVC","2524","0","56.1","-13.5","-0.9","270"
"","Jharkhand","1048","0","21.1","11.6","-1.4","100"
"","Odisha","3388","0","64.8","9.2","-1.5","310"
"","West Bengal","6084","36","112.6","24.2","3.8","430"
"","Sikkim","92","0","1.3","1.3","0.0","20"
"NER","Arunachal Pradesh","115","5","1.3","1.5","-0.1","46"
"","Assam","1065","96","17.8","11.2","2.0","162"
"","Manipur","102","8","1.6","1.5","0.1","32"
"","Meghalaya","279","1","4.8","2.8","0.9","103"
"","Mizoram","70","5","1.1","1.0","-0.1","24"
"","Nagaland","95","2","1.6","1.6","-0.3","22"
"","Tripura","203","0","2.8","-0.1","0.3","67"
